"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.975286167E0,-3.449983597E1,-2.554739380E1,-2.600741577E1,5.019256605E1
2.985233167E0,-3.437582779E1,-2.545121765E1,-2.618524170E1,5.015106080E1
2.995180292E0,-3.434977341E1,-2.534098816E1,-2.615866089E1,5.006344129E1
3.005127292E0,-3.440951920E1,-2.532739258E1,-2.619033813E1,5.011412613E1
3.015074292E0,-3.445672226E1,-2.526130676E1,-2.614382935E1,5.008891236E1
3.025021292E0,-3.457098770E1,-2.532020569E1,-2.595339966E1,5.009835287E1
3.034968292E0,-3.478717422E1,-2.582669067E1,-2.629403687E1,5.068078350E1
3.044915292E0,-3.481662369E1,-2.619096375E1,-2.622909546E1,5.085400000E1
3.054862292E0,-3.450429916E1,-2.561418152E1,-2.627648926E1,5.036950311E1
3.064809292E0,-3.453583908E1,-2.551969910E1,-2.623818970E1,5.032317380E1
3.074757292E0,-3.447129440E1,-2.539202881E1,-2.615509033E1,5.017084826E1
3.084704292E0,-3.444475937E1,-2.534536743E1,-2.615902710E1,5.013106619E1
3.094651292E0,-3.459665298E1,-2.554585266E1,-2.599145508E1,5.025012162E1
3.104598292E0,-3.445870590E1,-2.556454468E1,-2.623956299E1,5.029376724E1
